t , y
5.655655655655656 , -16331.415852035156, 32662.831704403114
5.705705705705706 , -18050.034352300507, 36100.06870490263
5.755755755755756 , -19951.457476352625, 39902.91495298847
5.805805805805806 , -22054.942673607307, 44109.88534748751
5.855855855855856 , -24381.216259475223, 48762.43251921536
5.9059059059059065 , -26952.473415361907, 53904.94683097647
5.9559559559559565 , -29792.378188667775, 59584.75637756403
6.0060060060060065 , -32931.5382746491, 65863.07654949366
6.056056056056057 , -36402.564447528755, 72805.12889522266
6.106106106106107 , -40235.715605047735, 80471.43121023357
6.156156156156157 , -44467.245899419075, 88934.4917989528
6.206206206206207 , -49139.4234273869, 98278.84685486884
6.256256256256257 , -54300.53023022648, 108601.06046053226
6.306306306306307 , -60004.86229374419, 120009.72458755567
6.356356356356357 , -66312.72954827752, 132625.45909661375
6.406406406406407 , -73290.4558686951, 146580.91173744324
6.456456456456457 , -81010.37907439668, 162020.75814884304
6.506506506506507 , -89550.85092931309, 179101.701858674
6.556556556556557 , -98996.23714190631, 197992.47428385916
6.606606606606607 , -109436.91736516952, 218873.8347303835
6.656656656656657 , -120969.2851966268, 241938.57039329418
6.706706706706707 , -133714.30138436862, 267428.60276877193
6.756756756756757 , -147808.58893569838, 295617.1778714261
6.806806806806807 , -163374.37819523853, 326748.7563905015
6.856856856856857 , -180557.98728307168, 361115.9745661636
6.906906906906907 , -199530.37750060542, 399060.75500122766
6.956956956956957 , -220487.15333057233, 440974.3066611586
7.007007007007007 , -243648.5624370297, 487297.1248740712
7.057057057057057 , -269259.49566535983, 538518.99133073
7.107107107107107 , -297589.4870422699, 595178.9740845491
7.157157157157157 , -328932.7137757919, 657865.4275515927
7.207207207207207 , -363607.9962552829, 727215.9925105744
7.257257257257257 , -401958.79805142456, 803917.5961028577
7.307307307307307 , -444353.2259162237, 888706.451832456
7.357357357357357 , -491184.0297830121, 982368.0595660325
7.407407407407407 , -542929.3822641503, 1085858.7645283071
7.4574574574574575 , -600159.3589789281, 1200318.7179578615
7.507507507507508 , -663369.5196006044, 1326739.0392012133
7.557557557557558 , -733150.084142362, 1466300.1682847277
7.6076076076076085 , -810192.2872551833, 1620384.5745103694
7.6576576576576585 , -895288.378227846, 1790576.7564556946
7.7077077077077085 , -989331.6209869244, 1978663.241973851
7.7577577577577586 , -1093316.2940967893, 2186632.5881935814
7.807807807807809 , -1208337.690759608, 2416675.3815192194
7.857857857857859 , -1335592.1188153448, 2671184.2376306923
7.907907907907909 , -1476376.900741759, 2952753.8014835217
7.957957957957959 , -1632090.3736544084, 3264180.747308821
8.008008008008009 , -1804231.8893066454, 3608463.778613296
8.058058058058059 , -1994401.8140896203, 3988803.6281792466
8.108108108108109 , -2204493.625398863, 4408987.250797728
8.158158158158159 , -2436873.3827497764, 4873746.765499553
8.208208208208209 , -2693559.041027843, 5387118.082055687
8.258258258258259 , -2976930.5229689367, 5953861.045937874
8.308308308308309 , -3289781.879218593, 6579563.7584371865
8.358358358358359 , -3635321.2883320125, 7270642.576664027
8.408408408408409 , -4017171.0567740593, 8034342.113548124
8.458458458458459 , -4439367.618919264, 8878735.237838537
8.508508508508509 , -4906361.537051818, 9812723.07410365
8.558558558558559 , -5423017.501365581, 10846035.002731178
8.608608608608609 , -5994614.329964073, 11989228.659928173
8.65865865865866 , -6626844.968860481, 13253689.937720994
8.70870870870871 , -7325816.491977656, 14651632.983955355
8.75875875875876 , -8098050.10114811, 16196100.202296278
8.80880880880881 , -8951062.202209631, 17902124.404419262
8.85885885885886 , -9894616.01456788, 19789232.029135764
8.90890890890891 , -10936968.10947492, 21873936.21894984
8.95895895895896 , -12087711.77212477, 24175423.544249535
9.00900900900901 , -13358138.182706598, 26716276.365413196
9.05905905905906 , -14761236.416404732, 29522472.832809463
9.10910910910911 , -16311693.443398641, 32623386.88679728
9.15915915915916 , -18025894.128862944, 36051788.25772589
9.20920920920921 , -19921921.232967414, 39843842.465934835
9.25925925925926 , -22019555.41087697, 44039110.82175396
9.30930930930931 , -24340275.212751694, 48680550.425503395
9.35935935935936 , -26907257.08374679, 53814514.1674936
9.40940940940941 , -29745375.364012636, 59490750.7280253
9.45945945945946 , -32881202.28869476, 65762404.57738955
9.50950950950951 , -36344665.36116138, 72689330.72232278
9.55955955955956 , -40175806.62704697, 80351613.25409397
9.60960960960961 , -44408578.62938377, 88817157.25876758
9.65965965965966 , -49081638.94261348, 98163277.88522701
9.70970970970971 , -54240606.56478885, 108481213.12957776
9.75975975975976 , -59938061.91757364, 119876123.83514735
9.80980980980981 , -66233546.84624269, 132467093.69248542
9.85985985985986 , -73193564.6196818, 146387129.23936367
9.90990990990991 , -80891579.93038791, 161783159.86077583
9.95995995995996 , -89408018.8944689, 178816037.78893775
10.01001001001001 , -98830269.0516437, 197660538.10328734
10.06006006006006 , -109252679.36524227, 218505358.73048443
10.11011011011011 , -120776560.2222057, 241553120.4444112
10.16016016016016 , -133510183.43308595, 267020366.86617166
10.21021021021021 , -147573123.24107766, 295146246.4821552
10.26026026026026 , -163128561.06750232, 326257122.1350045
10.31031031031031 , -180316843.27304876, 360633686.54609746
10.36036036036036 , -199293697.2556761, 398587394.5113521
10.41041041041041 , -220243392.77113906, 440486785.54227805
10.46046046046046 , -243378741.932988, 486757483.865976
10.51051051051051 , -268941099.21256894, 537882198.4251378
10.56056056056056 , -297200361.43902344, 594400722.8780469
10.61061061061061 , -328454967.79928875, 656909935.5985774
10.66066066066066 , -363031899.8380976, 726063799.6761951
10.710710710710712 , -401286681.45798004, 802573362.9159601
10.760760760760762 , -443603378.9192573, 887206757.8385146
10.810810810810812 , -490394600.8400504, 980789201.6801008
10.860860860860862 , -542101498.1962748, 1084202996.392549
10.910910910910912 , -599203686.2646035, 1198407372.529207
10.960960960960962 , -662361683.2724673, 1324723366.5449345
11.011011011011012 , -732158698.6014509, 1464317397.2029018
11.061061061061062 , -809221859.9804869, 1618443719.9609737
11.111111111111112 , -894295321.4531685, 1788590642.906337
11.161161161161163 , -988240263.3777505, 1976480526.755501
11.211211211211213 , -1092034892.4271488, 2184069784.8542976
11.261261261261263 , -1206774441.5889406, 2413548883.1778812
11.311311311311313 , -1333671170.1653643, 2667342340.3307285
11.361361361361363 , -1474054363.7733192, 2948108727.5466385
11.411411411411413 , -1629370334.3443663, 3258740668.6887326
11.461461461461463 , -1801182420.1247272, 3602364840.2494545
11.511511511511513 , -1991170985.675286, 3982341971.350572
11.561561561561563 , -2201133421.8715863, 4402266843.743173
11.611611611611613 , -2433001734.8195715, 4866003469.639143
11.661661661661663 , -2689430018.98616, 5378860037.97232
11.711711711711713 , -2972854667.8731327, 5945709335.746266
11.761761761761763 , -3285800344.497433, 6571600688.994866
11.811811811811813 , -3631271531.4971423, 7262543062.994285
11.861861861861863 , -4012752531.131482, 8025505062.262962
11.911911911911913 , -4434207465.280813, 8868414930.561625
11.961961961961963 , -4900080275.446638, 9800160550.893269
12.012012012012013 , -5415294722.751597, 10830589445.503183
12.062062062062063 , -5985254387.93947, 11970508775.878925
12.112112112112113 , -6615842671.375179, 13231685342.750336
12.162162162162163 , -7313422793.044783, 14626845586.089537
12.212212212212213 , -8084837792.555481, 16169675585.110922
12.262262262262263 , -8937410529.135616, 17874821058.271183
12.312312312312313 , -9878959893.819523, 19757919787.63904
12.362362362362363 , -10920064537.17456, 21840129074.349113
12.412412412412413 , -12070956021.75259, 24141912043.505173
12.462462462462463 , -13341794549.654655, 26683589099.3093
12.512512512512513 , -14744707633.02414, 29489415266.048264
12.562562562562563 , -16293790094.046768, 32587580188.093533
12.612612612612613 , -18005104064.95061, 36010208129.90122
12.662662662662663 , -19896678988.00608, 39793357976.01217
12.712712712712714 , -21988511615.525925, 43977023231.05189
12.762762762762764 , -24302566009.86525, 48605132019.73056
12.812812812812814 , -26862773543.421486, 53725547086.84306
12.862862862862864 , -29695032898.63443, 59390065797.26896
12.912912912912914 , -32827210067.986176, 65654420135.97249
12.962962962962964 , -36289138354.00122, 72578276708.00262
13.013013013013014 , -40112618369.24635, 80225236738.49292
13.063063063063064 , -44339433025.616936, 88678866051.23392
13.113113113113114 , -49012765942.68859, 98025531885.37721
13.163163163163164 , -54173492103.95975, 108346984207.91951
13.213213213213214 , -59870551704.700485, 119741103409.40097
13.263263263263264 , -66160951117.2633, 132321902234.52658
13.313313313313314 , -73109762891.08313, 146219525782.16623
13.363363363363364 , -80790125752.67734, 161580251505.35464
13.413413413413414 , -89283244605.64578, 178566489211.2915
13.463463463463464 , -98678390530.67065, 197356781061.34122
13.513513513513514 , -109072900785.51665, 218145801571.0332
13.563563563563564 , -120572178805.03087, 241144357610.06165
13.613613613613614 , -133289694201.1429, 266579388402.28558
13.663663663663664 , -147346982762.86465, 294693965525.7291
13.713713713713714 , -162873646456.29065, 325747292912.581
13.763763763763764 , -180034239283.26382, 360068478566.5277
13.813813813813814 , -199010656560.13477, 398021313120.26953
13.863863863863864 , -219967700089.617, 439935400179.2339
13.913913913913914 , -243102815809.44827, 486205631618.8965
13.963963963963964 , -268646521832.03412, 537293043664.06824
14.014014014014014 , -296862408444.44794, 593724816888.8958
14.064064064064064 , -328047138108.43054, 656094276216.8613
14.114114114114114 , -362530445460.3911, 725060890920.7825
14.164164164164164 , -400675137311.406, 801350274622.8125
14.214214214214214 , -442877092647.21954, 885754185294.4402
14.264264264264265 , -489565262628.244, 979130525256.4895
14.314314314314315 , -541201670589.5593, 1082403341179.1204
14.364364364364365 , -598281412040.913, 1196562824081.828
14.414414414414415 , -661332654666.7205, 1322665309333.443
14.464464464464465 , -731004746922.8344, 1462009493845.6694
14.514514514514515 , -808058968425.2751, 1616117936850.551
14.564564564564565 , -893162521740.3672, 1786325043480.735
14.614614614614615 , -987111778163.7178, 1974223556327.4365
14.664664664664665 , -1090838708394.0402, 2181677416788.0813
14.714714714714715 , -1205410882533.1536, 2410821765066.3076
14.764764764764765 , -1332031470085.982, 2664062940171.965
14.814814814814815 , -1472039239960.5557, 2944078479921.1133
14.864864864864865 , -1626908560468.0115, 3253817120936.0254
14.914914914914915 , -1798249399322.5908, 3596498798645.185
14.964964964964967 , -1987807323641.648, 3975614647283.3013
15.015015015015017 , -2197463499945.624, 4394926999891.254
15.065065065065067 , -2429234694158.083, 4858469388316.174
15.115115115115117 , -2685273271605.6904, 5370546543211.393
15.165165165165167 , -2968147529880.3423, 5936295059760.684
15.215215215215217 , -3281024000719.602, 6562048001439.203
15.265265265265267 , -3626615901010.7783, 7253231802021.556
15.315315315315317 , -4008134406325.6855, 8016268812651.371
15.365365365365367 , -4429346664098.633, 8858693328197.266
15.415415415415417 , -4894575793626.424, 9789151587252.846
15.465465465465467 , -5408700886068.355, 10817401772136.707
15.515515515515517 , -5977157004446.219, 11954314008892.436
15.565565565565567 , -6605935183644.302, 13211870367288.602
15.615615615615617 , -7301582430409.385, 14603164860818.768
15.665665665665667 , -8071201723350.742, 16142403446701.479
15.715715715715717 , -8922452012940.143, 17844904025880.277
15.765765765765767 , -9863548221511.85, 19727096443023.695
15.815815815815817 , -10903261243262.625, 21806522486525.242
15.865865865865867 , -12051776078955.799, 24103552157911.598
15.915915915915917 , -13322183850792.45, 26644367701584.9
15.965965965965967 , -14725570344984.887, 29451140689969.773
16.016016016016017 , -16274880188239.508, 32549760376479.023
16.066066066066067 , -17985337550592.414, 35970675101184.83
16.116116116116117 , -19874446145409.383, 39748892290818.77
16.166166166166168 , -21961989229385.918, 43923978458771.836
16.216216216216218 , -24270029602547.18, 48540059205094.375
16.266266266266268 , -26822909608248.062, 53645819216496.14
16.316316316316318 , -29647251133173.14, 59294502266346.27
16.366366366366368 , -32771955607336.67, 65543911214673.34
16.416416416416418 , -36228204004082.63, 72456408008165.25
16.466466466466468 , -40049456840084.67, 80098913680169.34
16.516516516516518 , -44271454175346.18, 88542908350692.34
16.566566566566568 , -48934708107196.72, 97869416214393.4
16.616616616616618 , -54093008730433.58, 108186017460867.1
16.666666666666668 , -59791876535675.51, 119583753071350.92
16.716716716716718 , -66083477553625.4, 132166955107250.66
16.766766766766768 , -73029324183324.81, 146058648366649.5
16.816816816816818 , -80700275192154.1, 161400550384308.0
16.866866866866868 , -89176535715832.19, 178353071431664.25
16.916916916916918 , -98547657258416.84, 197095314516833.56
16.966966966966968 , -108912537692304.53, 217825075384608.97
17.017017017017018 , -120379421258230.3, 240758842516460.56
17.067067067067068 , -133065898565268.08, 266131797130536.12
17.117117117117118 , -147098906590830.38, 294197813181660.75
17.167167167167168 , -162614728680668.44, 325229457361336.9
17.217217217217218 , -179758994548872.4, 359517989097744.5
17.26726726726727 , -198693394195758.4, 397386788391517.1
17.31731731731732 , -219637552132229.84, 439275104264459.94
17.36736736736737 , -242779349579445.1, 485558699158890.4
17.41741741741742 , -268328948622239.62, 536657897244479.3
17.46746746746747 , -296534832442543.6, 593069664885087.4
17.51751751751752 , -327683805319382.4, 655367610638764.9
17.56756756756757 , -362100992628875.9, 724201985257751.9
17.61761761761762 , -400149840844238.75, 800299681688477.8
17.66766766766767 , -442232117535780.75, 884464235071562.1
17.71771771771772 , -488787911370906.5, 977575822741813.8
17.76776776776777 , -540295632114115.2, 1080591264228231.1
17.81781781781782 , -597272010627001.0, 1194544021254003.0
17.86786786786787 , -660272098868252.9, 1320544197736507.2
17.91791791791792 , -729889269893654.8, 1459778539787311.0
17.96796796796797 , -806771302401176.9, 1613542604802354.2
18.01801801801802 , -891808974944604.2, 1783617949889208.5
18.06806806806807 , -985781837118377.0, 1971563674236754.0
18.11811811811812 , -1089536306255553.0, 2179072612511105.8
18.16816816816817 , -1204075920233807.5, 2408151840467614.5
18.21821821821822 , -1330561337475434.0, 2661122674950867.5
18.26826826826827 , -1470310336947344.2, 2940620673894688.0
18.31831831831832 , -1624797818161067.5, 3249595636322136.0
18.36836836836837 , -1795655801172752.0, 3591311602345506.0
18.41841841841842 , -1984673426583163.2, 3969346853166329.5
18.46846846846847 , -2193796955537685.0, 4387593911075374.0
18.51851851851852 , -2425129769726319.0, 4850259539452642.0
18.56856856856857 , -2680932371383686.0, 5361864742767377.0
18.61861861861862 , -2963622383289022.0, 5927244766578052.0
18.66866866866867 , -3275805865366579.5, 6551611730733162.0
18.71871871871872 , -3621070000986756.0, 7242140001973514.0
18.76876876876877 , -4002666439751508.0, 8005332879503018.0
18.81881881881882 , -4424002975922408.5, 8848005951844818.0
18.86886886886887 , -4889131614585347.0, 9778263229170696.0
18.91891891891892 , -5402748571650534.0, 1.0805497143301068e+16
18.96896896896897 , -5970194273852498.0, 1.1940388547704996e+16
19.01901901901902 , -6597453358750086.0, 1.319490671750017e+16
19.06906906906907 , -7291154674726464.0, 1.4582309349452926e+16
19.11911911911912 , -8058571280989119.0, 1.6117142561978236e+16
19.16916916916917 , -8907620447569856.0, 1.7815240895139708e+16
19.21921921921922 , -9846863655324798.0, 1.969372731064959e+16
19.26926926926927 , -1.0885506595934384e+16, 2.1771013191868764e+16
19.31931931931932 , -1.2033399171903382e+16, 2.406679834380676e+16
19.36936936936937 , -1.3301073580336778e+16, 2.6602147160673544e+16
19.41941941941942 , -1.4702862515344228e+16, 2.9405725030688444e+16
19.46946946946947 , -1.6252400680612346e+16, 3.2504801361224684e+16
19.51951951951952 , -1.7963403700503024e+16, 3.592680740100605e+16
19.56956956956957 , -1.985222853178462e+16, 3.970445706356923e+16
19.61961961961962 , -2.193787346363194e+16, 4.387574692726387e+16
19.66966966966967 , -2.4241978117626256e+16, 4.848395623525251e+16
19.71971971971972 , -2.6788823447755304e+16, 5.357764689551061e+16
19.76976976976977 , -2.960533174041327e+16, 5.921066348082654e+16
19.81981981981982 , -3.272106661440081e+16, 6.544213322880162e+16
19.86986986986987 , -3.616823302092502e+16, 7.233646604185006e+16
19.91991991991992 , -3.998167724359949e+16, 7.9963354487199e+16
19.96996996996997 , -4.419888689844425e+16, 8.839777379688851e+16
20.02002002002002 , -4.885999093388576e+16, 9.771998186777157e+16
20.07007007007007 , -5.400776340228416e+16, 1.0801552680456829e+17
20.12012012012012 , -5.969896846672134e+16, 1.1939793693344266e+17
20.17017017017017 , -6.599107322818186e+16, 1.319821464563637e+17
20.22022022022022 , -7.293926073071933e+16, 1.4587852146143866e+17
20.27027027027027 , -8.060954376017133e+16, 1.6121908752034266e+17
20.32032032032032 , -8.907876484415926e+16, 1.7815752968831853e+17
20.37037037037037 , -9.84345962520885e+16, 1.9686919250417696e+17
20.42042042042042 , -1.0877553999514826e+17, 2.175510799902964e+17
20.47047047047047 , -1.2021092782631168e+17, 2.4042185565262323e+17
20.52052052052052 , -1.3286092124033584e+17, 2.6572184248067142e+17
20.57057057057057 , -1.4685651147376166e+17, 2.9371302294752294e+17
20.62062062062062 , -1.62339519504914e+17, 3.2467903900982746e+17
20.67067067067067 , -1.794625960539015e+17, 3.589251921078025e+17
20.72072072072072 , -1.9838922158261696e+17, 3.967784431652334e+17
20.77077077077077 , -2.1929370629473683e+17, 4.385874125894732e+17
20.82082082082082 , -2.4239953356463568e+17, 4.847990671292712e+17
20.87087087087087 , -2.6794918002498726e+17, 5.358983600499745e+17
20.92092092092092 , -2.9616489886764474e+17, 5.923297977352896e+17
20.97097097097097 , -3.273130342711033e+17, 6.546260685422067e+17
21.02102102102102 , -3.617043334987639e+17, 7.23408666997528e+17
21.07107107107107 , -3.996939468989335e+17, 7.993878937978673e+17
21.12112112112112 , -4.4168142790482464e+17, 8.833628558096497e+17
21.17117117117117 , -4.881107330345557e+17, 9.762214660691118e+17
21.22122122122122 , -5.394702218911509e+17, 1.078940443782302e+18
21.27127127127127 , -5.962926571625403e+17, 1.1925853143250806e+18
21.32132132132132 , -6.591552046215596e+17, 1.318310409243119e+18
21.371371371371374 , -7.286794331259557e+17, 1.4573588662519112e+18
21.421421421421424 , -8.055313146183661e+17, 1.6110626292367322e+18
21.471471471471475 , -8.904212241263485e+17, 1.7808424482526973e+18
21.521521521521525 , -9.842305180404356e+17, 1.9684610360808701e+18
21.571571571571575 , -1.0879758798458802e+18, 2.175951759691759e+18
21.621621621621625 , -1.2025559986992568e+18, 2.405111997398512e+18
21.671671671671675 , -1.3290452210236754e+18, 2.6580904420473487e+18
21.721721721721725 , -1.4686999505792082e+18, 2.937399901158415e+18
21.771771771771775 , -1.6229586484628905e+18, 3.24591729692578e+18
21.821821821821825 , -1.79344183310872e+18, 3.586883666217439e+18
21.871871871871875 , -1.981952080287657e+18, 3.9639041605753144e+18
21.921921921921925 , -2.190474023107624e+18, 4.38094804621525e+18
21.971971971971975 , -2.4211743520135066e+18, 4.842348704027015e+18
22.022022022022025 , -2.676401814787152e+18, 5.35280362957431e+18
22.072072072072075 , -2.9586872165473725e+18, 5.91737443309475e+18
22.122122122122125 , -3.27074341974994e+18, 6.541486839499886e+18
22.172172172172175 , -3.61546534418759e+18, 7.230930688375188e+18
22.222222222222225 , -3.9963364811543583e+18, 7.992672962308719e+18
22.272272272272275 , -4.4175932302180116e+18, 8.835186460436025e+18
22.322322322322325 , -4.882885339873191e+18, 9.765770679746382e+18
22.372372372372375 , -5.396545201415217e+18, 1.0793090402830432e+19
22.422422422422425 , -5.963651660445735e+18, 1.1927303320891466e+19
22.472472472472475 , -6.590030016872714e+18, 1.318006003374542e+19
22.522522522522525 , -7.282252024910449e+18, 1.4564504049820885e+19
22.572572572572575 , -8.047635893079556e+18, 1.6095271786159096e+19
22.622622622622625 , -8.894246284206983e+18, 1.7788492568413942e+19
22.672672672672675 , -9.83089431542599e+18, 1.966178863085195e+19
22.722722722722725 , -1.086713755817617e+19, 2.17342751163523e+19
22.772772772772775 , -1.2013280038203443e+19, 2.4026560076406837e+19
22.822822822822825 , -1.3280372235560047e+19, 2.656074447112003e+19
22.872872872872875 , -1.468021108460454e+19, 2.936042216920901e+19
22.922922922922925 , -1.6226599840971233e+19, 3.2453199681942467e+19
22.972972972972975 , -1.7937083644119953e+19, 3.5874167288239907e+19
23.023023023023026 , -1.9826553961508205e+19, 3.965310792301642e+19
23.073073073073076 , -2.1912476623076516e+19, 4.382495324615303e+19
23.123123123123126 , -2.4215378000244945e+19, 4.84307560004899e+19
23.173173173173176 , -2.675884500591313e+19, 5.351769001182625e+19
23.223223223223226 , -2.956952509446023e+19, 5.913905018892046e+19
23.273273273273276 , -3.2677126261744992e+19, 6.5354252523489985e+19
23.323323323323326 , -3.6114417045105705e+19, 7.22288340902114e+19
23.373373373373376 , -3.991722652336019e+19, 7.983445304672036e+19
23.423423423423426 , -4.412444431680584e+19, 8.824888863361165e+19
23.473473473473476 , -4.877802058721961e+19, 9.755604117443917e+19
23.523523523523526 , -5.392296603785799e+19, 1.0784593207571595e+20
23.573573573573576 , -5.960735191345703e+19, 1.1921470382691402e+20
23.623623623623626 , -6.588603231581484e+19, 1.3177206463162966e+20
23.673673673673676 , -7.283122784653667e+19, 1.4566245569307333e+20
23.723723723723726 , -8.050399656741857e+19, 1.6100799313483714e+20
23.773773773773776 , -8.897473072353065e+19, 1.7794946144706134e+20
23.823823823823826 , -9.832637110319442e+19, 1.9665274220638883e+20
23.873873873873876 , -1.0865440703798267e+20, 2.1730881407596534e+20
23.923923923923926 , -1.2006687640271962e+20, 2.4013375280543918e+20
23.973973973973976 , -1.3268436561548078e+20, 2.653687312309614e+20
24.024024024024026 , -1.4664000963759309e+20, 2.9328001927518595e+20
24.074074074074076 , -1.620794919736348e+20, 3.241589839472692e+20
24.124124124124126 , -1.7916104467143544e+20, 3.5832208934287036e+20
