t , y
0.0 , 1.0
0.01001001001001001 , 0.9998998047194841
0.02002002002002002 , 0.9995992773986221
0.03003003003003003 , 0.999098598845555
0.04004004004004004 , 0.9983980729474858
0.050050050050050046 , 0.9974981215832468
0.06006006006006006 , 0.9963992845863257
0.07007007007007007 , 0.9951022197448656
0.08008008008008008 , 0.9936077028016653
0.09009009009009009 , 0.9919166274541792
0.10010010010010009 , 0.990030005354517
0.11011011011011011 , 0.987948966109444
0.12012012012012012 , 0.9856730588015048
0.13013013013013014 , 0.9832016950453102
0.14014014014014015 , 0.980537130302689
0.15015015015015015 , 0.9776816831164657
0.16016016016016016 , 0.9746377132108334
0.17017017017017017 , 0.9714076214913524
0.18018018018018017 , 0.9679938500449514
0.19019019019019018 , 0.9643988821399271
0.20020020020020018 , 0.9606252422259439
0.21021021021021022 , 0.9566754959340344
0.22022022022022023 , 0.9525522500765993
0.23023023023023023 , 0.9482581526474066
0.24024024024024024 , 0.9437958928215933
0.2502502502502503 , 0.9391682009556633
0.2602602602602603 , 0.9343778485874894
0.2702702702702703 , 0.9294276484363119
0.2802802802802803 , 0.9243204544027388
0.2902902902902903 , 0.9190591615687467
0.3003003003003003 , 0.9136467061976798
0.3103103103103103 , 0.9080860657342504
0.3203203203203203 , 0.9023802588045385
0.3303303303303303 , 0.8965323452159926
0.34034034034034033 , 0.8905454259574286
0.35035035035035034 , 0.8844226431990306
0.36036036036036034 , 0.8781671802923509
0.37037037037037035 , 0.8717822617703095
0.38038038038038036 , 0.8652711533471943
0.39039039039039036 , 0.8586371619186615
0.40040040040040037 , 0.8518836355617349
0.41041041041041043 , 0.8450139635348066
0.42042042042042044 , 0.8380315762776364
0.43043043043043044 , 0.8309399454113522
0.44044044044044045 , 0.82374258373845
0.45045045045045046 , 0.8164430452427934
0.46046046046046046 , 0.8090449250896145
0.47047047047047047 , 0.8015518596255128
0.4804804804804805 , 0.7939675263784562
0.4904904904904905 , 0.7862956440577804
0.5005005005005005 , 0.7785399725541888
0.5105105105105106 , 0.7707043129397536
0.5205205205205206 , 0.762792507467914
0.5305305305305306 , 0.7548084395734778
0.5405405405405406 , 0.7467560338726205
0.5505505505505506 , 0.7386392561628856
0.5605605605605606 , 0.7304621134231847
